PS2_autocorr,PS2_max_diff,FS1_mean,FS1_std,PS1_std,FS1_spectral_entropy,PS1_spectral_entropy,PS5_mean,PS1_autocorr,PS1_mean,FS1_trend,FS1_autocorr,EPS1_mean,FS1_max_diff,PS3_std,PS2_iqr,VS1_mean,EPS1_autocorr,PS1_max_diff,PS1_iqr,EPS1_spectral_entropy,TS2_std,VS1_spectral_entropy,VS1_std,PS5_spectral_entropy,FS1_iqr,TS1_std,PS3_autocorr,TS3_spectral_entropy,VS1_trend,TS1_autocorr,TS1_trend,FS2_std,valve_ok
-0.7847674876411631,0.7029213483146057,0.5008369748531393,0.4820515143058755,-0.8742612123401114,-0.6190148404058572,2.095969026672557,0.5600042967226196,-2.023946537055138,0.5904406305952231,0.331063435369896,0.5326990844763528,0.5509463832266392,-0.5385209499903454,0.8978983553013201,1.523809523809596,-0.3507475813544399,-1.9773447321369395,2.09999999999999,1.344262295081926,1.994355161387409,0.7526989781328454,-0.1131956670554719,-0.2465230431729093,2.1406224432570804,0.6056338028168863,1.8455885118788855,0.0857586532371811,1.9783642469114384,0.357394786390472,1.095918358983137,1.9696780700125047,2.296150151502687,1
-0.5906930163121478,0.6879775280898863,0.521526240885755,0.337472748028411,-0.6758565416271616,-1.1033805369280083,-0.5984609115442253,0.4003980122004313,0.4134113453103937,0.5662480089914345,0.5141041632867309,0.9179459701802356,0.4803688013323518,-1.3821201004054835,0.8402752525377352,1.0476190476191327,-0.4678979771328039,-0.1535649136665478,-0.7818181818182185,1.37704918032789,-0.4872575261652829,2.063535279447047,-0.1550594167678611,-0.2391712521736343,0.5590104140399761,0.2676056338028076,1.8455885118788855,-0.3593010458225599,1.9783642469114384,0.1283778408337468,1.3660469940697242,1.9696780700125047,0.8623987589620262,1
-0.5956656327529609,0.3069662921348317,0.5335887099302232,0.4634731192676508,-0.5945206871534966,-0.8970954810192227,-0.461689081444847,0.3197617374794988,0.226130841619556,0.4781264867921236,0.3952999088830768,0.7526831793683708,0.3704607483678175,-1.023749758640664,0.8639208830517672,0.2857142857142966,-0.3551451187335072,0.2768598185859395,-0.545454545454583,1.8688524590163236,-0.404253561081671,2.063535279447047,0.4956046276616498,0.190086827699444,0.5924581486702332,0.7793427230046751,1.8455885118788855,-1.540117366177434,1.9783642469114384,-0.3066111538359679,1.3389659124019266,1.9696780700125047,2.296150151502687,1
-0.3535283702781752,0.3434831460674147,0.5412750857350657,0.5568257796734792,-0.5556651047938674,-0.7048749939829677,-0.4688077259207909,0.2490499411770464,0.2516662342292218,0.4230913324185639,0.3687350631142146,0.596742668604554,0.2908014969889286,-0.7165475960610153,0.7411050640104432,0.1428571428572794,-0.4318381706244479,-0.208702707637811,-1.1636363636364266,1.967213114754036,-0.2730727233903852,2.063535279447047,0.0121571895234827,0.0423595558054677,0.6331469024541738,0.5492957746478704,1.8455885118788855,-1.3334716155201087,1.9783642469114384,0.1114322840701423,1.2355594726832244,1.9696780700125047,2.296150151502687,1
-0.4158741392094067,0.3598876404494372,0.4274590446574659,0.4209796379036893,-0.5019598187975169,-0.2689039034270991,-0.3443642604267578,0.1873246425779526,0.0890466925482593,0.3584079746070331,0.6178920048807676,0.053253839376678,0.213937068206722,-0.1152732187681008,0.660960057224978,-0.2261904761904886,-0.3463500439753727,-0.2387525052404067,-0.5090909090909269,1.934426229508165,-0.1512723568526604,2.063535279447047,0.0478396416804101,0.0432552256219054,0.382554214614338,0.732394366197173,1.8455885118788855,-1.9468019182867704,1.9783642469114384,-0.034633641836205,1.2434337978098722,1.9696780700125047,2.296150151502687,1
-0.3522882491921234,0.3262921348314598,0.4602421271073343,0.3155702825834142,-0.5023610970263255,-0.7701878080934424,-0.2993135572566873,0.1429165238280534,-0.0277053852840968,0.3307366904093758,0.4118304638471614,0.5597915689512689,0.1907372227182664,-0.7653987256227064,0.6959160491559573,-0.7619047619047091,-0.3957783641160931,-0.2294754994772831,-0.3636363636364059,1.999999999999901,-0.1816814677820522,2.063535279447047,-0.145629131173144,-0.0812521897741866,0.2462433151956899,0.5915492957746495,1.8455885118788855,-1.9468019182867704,1.9783642469114384,0.1681561430957551,1.2355509228065398,1.9696780700125047,1.6270695452179258,1
-0.3369295666961653,0.0708988764044943,0.4585493689773904,0.436185118369901,-0.3973957648816632,-0.775114256340029,-0.3539608185200207,0.0910954021470254,0.2068050089612493,0.2453956849414281,0.3266517443013167,0.6632537367566311,0.1281394656686793,-1.2015833172427108,0.4368710686234145,-0.0952380952380283,-0.3920844327176766,0.315852756669675,-0.7454545454545624,2.0573770491802743,-0.1763301108499486,2.063535279447047,-0.0635625969451782,0.0163137967059729,0.2102598959152662,0.8215962441314371,1.8455885118788855,-1.8221035498745608,1.9783642469114384,-0.0675170383727768,1.208435121205468,1.9696780700125047,0.5004095728097422,1
-0.1602869122725522,0.4693258426966269,0.3812592866591875,0.3133191480615078,-0.3793007714060247,-0.7597357442025657,-0.3058007832153725,0.060425231629843,0.0953008495949443,0.2253224112291776,0.4237252897353964,0.555039480479215,0.0806901726856531,-0.9333848233249668,0.4640043421218196,1.7619047619048276,-0.4029903254177622,0.9505441775325792,-0.0545454545454583,1.7704918032786228,-0.5592324410291634,2.063535279447047,0.3441520418891449,0.2452773286386293,-0.2474113142009948,0.4600938967135897,1.8455885118788855,-1.9468019182867704,1.9783642469114384,-0.3161579463788652,1.1683783056342685,1.9696780700125047,0.783006486984732,1
-0.4901801237200796,0.6683146067415722,0.3572785464850206,0.4569414047890027,-0.3320501052495264,-0.1504621880372184,-0.296032416606202,0.0222303999292801,0.0326867175419814,0.1775014307680636,0.4048502971470785,-0.0515138520749516,0.033173439211738,-0.1278239042286147,0.4145837144710959,1.90476190476198,-0.4550571679859241,0.4028987341866866,-0.2545454545454893,1.737704918032746,-0.2048530847865424,2.063535279447047,-0.1995325668334699,0.0015497323841976,-0.3655682346622771,0.441314553990596,1.8455885118788855,-1.9468019182867704,1.9783642469114384,0.0458776419422349,1.1120668429339169,1.9696780700125047,0.8962202820460692,1
-0.3069836974031339,0.763820224719101,0.3134110330213298,0.4067399925320233,-0.3483641302522982,0.1618221246197729,-0.2824723169388393,-0.0084413124740122,-0.0512799407373569,0.1644871874432599,0.4748660154244458,-0.4839308148068331,-0.0046711247047487,0.2436763854025882,0.3714254017197188,1.928571428571449,-0.4063324538258556,0.4637828364163201,0.2545454545454376,1.4426229508195334,-0.1900274217362726,2.063535279447047,-0.0702547359614843,-0.0322627880297167,0.2760359161263571,1.1549295774647588,1.8455885118788855,-1.9468019182867704,1.9783642469114384,0.1772786337478929,1.0508190673021918,1.9696780700125047,0.0512936190618672,1
